,0
2130, 6741  
2131,2087
2132, 77  
2133,6
2134,Chandigarh
2135,4902
2136, 280  
2137,32608
2138, 428  
2139,433
2140, 3  
2141,7
2142,Chhattisgarh
2143,122963
2144, 516  
2145,509622
2146, 17029  
2147,7111
2148, 218  
2149,8
2150,Dadra and Nagar Haveli and Daman and Diu
2151,1904
2152, 119  
2153,4471
2154, 118  
2155,4
2156,  
2157,9
2158,Delhi
2159,93080
2160, 1051  
2161,897804
2162, 22695  
2163,13898
2164, 357  
2165,10
2166,Goa
2167,12078
2168, 1038  
2169,62113
2170, 485  
2171,993
2172, 17  
2173,11
2174,Gujarat
2175,107594
2176, 7466  
2177,367972
2178, 6479  
2179,6171
2180, 152  
2181,12
2182,Haryana
2183,69384
2184, 5327  
2185,340247
2186, 5104  
2187,3703
2188, 60  
2189,13
2190,Himachal Pradesh
2191,13411
2192, 1165  
2193,71423
2194, 884  
2195,1304
2196, 24  
2197,14
2198,Jammu and Kashmir
2199,18064
2200, 1071  
2201,138184
2202, 944  
2203,2126
2204, 15  
2205,15
2206,Jharkhand
2207,45592
2208, 2177  
2209,148364
2210, 2865  
2211,1888
2212, 110  
2213,16
2214,Karnataka
2215,234502
2216, 20172  
2217,1055612
2218, 9058  
2219,14283
2220, 208  
2221,17
2222,Kerala
2223,198904
2224, 19593  
2225,1173202
2226, 7067  
2227,5080
2228, 25  
2229,18
2230,Ladakh
2231,1972
2232, 62  
2233,11129
2234, 209  
2235,136
2236, 1  
2237,19
2238,Lakshadweep
2239,1044
2240, 124  
2241,917
2242, 33  
2243,1
2244,  
2245,20
2246,Madhya Pradesh
2247,89363
2248, 1723  
2249,391299
2250, 11091  
2251,5041
2252, 104  
2253,21
2254,Maharashtra
2255,696298
2256, 2666  
2257,3468610
2258, 63818  
2259,63928
2260, 676  
2261,22
2262,Manipur
2263,705
2264, 115  
2265,29193
2266, 13  
2267,383
2268, 2  
2269,23
2270,Meghalaya
2271,1244
2272, 6  
2273,14384
2274, 148  
2275,158
2276, 1  
2277,24
2278,Mizoram
2279,712
2280, 68  
2281,4663
2282, 36  
2283,13
2284, 1  
2285,25
2286,Nagaland
2287,558
2288, 101  
2289,12350
2290, 12  
2291,95
2292, 1  
2293,26
2294,Odisha
2295,39893
2296, 3175  
2297,359467
2298, 3464  
2299,1981
2300, 8  
2301,27
2302,Puducherry
2303,6767
2304, 437  
2305,44767
2306, 453  
2307,737
2308, 9  
2309,28
2310,Punjab
2311,46565
2312, 2622  
2313,277189
2314, 2949  
2315,8356
2316, 92  
2317,29
2318,Rajasthan
2319,127616
2320, 10322  
2321,367485
2322, 4959  
2323,3527
2324, 74  
2325,30
2326,Sikkim
2327,798
2328, 105  
2329,6223
2330, 16  
2331,137
2332,  
2333,31
2334,Tamil Nadu
2335,100668
2336, 5620  
2337,952186
2338, 9142  
2339,13475
2340, 80  
2341,32
2342,Telengana
2343,62929
2344, 4781  
2345,330304
2346, 3307  
2347,1999
2348, 38  
2349,33
2350,Tripura
2351,727
2352, 82  
2353,33408
2354, 18  
2355,394
2356,  
2357,34
2358,Uttarakhand
2359,33330
2360, 3381  
2361,112001
2362, 1622  
2363,2102
2364, 81  
2365,35
2366,Uttar Pradesh
2367,288144
2368, 14491  
2369,752211
2370, 23231  
2371,10959
2372, 222  
2373,36
2374,West Bengal
2375,81375
2376, 6638  
2377,635802
2378, 7584  
2379,10884
2380, 59  
2381,Total#
2382, 2682751
2383, 129811  
2384,14085110
2385,  217113  
2386,192311
2387, 2767 
2388,*(Including foreign Nationals)
2389,**( more than 70% cases due to comorbidities )
2390,#States wise distribution is subject to further verification and reconciliation
2391,#Our figures are being reconciled with ICMR
2392,1
2393,Andaman and Nicobar Islands
2394,138
2395, 8  
2396,5410
2397, 52  
2398,66
2399, 1  
2400,2
2401,Andhra Pradesh
2402,81471
2403, 7240  
2404,931839
2405, 4421  
2406,7616
2407, 37  
2408,3
2409,Arunachal Pradesh
2410,550
2411, 97  
2412,16940
2413, 19  
2414,56
2415,  
2416,4
2417,Assam
2418,15545
2419, 1603  
2420,218958
2421, 619  
2422,1186
2423, 14  
2424,5
2425,Bihar
2426,81961
2427, 5541  
2428,306753
2429, 6741  
2430,2087
2431, 77  
2432,6
2433,Chandigarh
2434,4902
2435, 280  
2436,32608
2437, 428  
2438,433
2439, 3  
2440,7
2441,Chhattisgarh
2442,122963
2443, 516  
2444,509622
2445, 17029  
2446,7111
2447, 218  
2448,8
2449,Dadra and Nagar Haveli and Daman and Diu
2450,1904
2451, 119  
2452,4471
2453, 118  
2454,4
2455,  
2456,9
2457,Delhi
2458,93080
2459, 1051  
2460,897804
2461, 22695  
2462,13898
2463, 357  
2464,10
2465,Goa
2466,12078
2467, 1038  
2468,62113
2469, 485  
2470,993
2471, 17  
2472,11
2473,Gujarat
2474,107594
2475, 7466  
2476,367972
2477, 6479  
2478,6171
2479, 152  
2480,12
2481,Haryana
2482,69384
2483, 5327  
2484,340247
2485, 5104  
2486,3703
2487, 60  
2488,13
2489,Himachal Pradesh
2490,13411
2491, 1165  
2492,71423
2493, 884  
2494,1304
2495, 24  
2496,14
2497,Jammu and Kashmir
2498,18064
2499, 1071  
2500,138184
2501, 944  
2502,2126
2503, 15  
2504,15
2505,Jharkhand
2506,45592
2507, 2177  
2508,148364
2509, 2865  
2510,1888
2511, 110  
2512,16
2513,Karnataka
2514,234502
2515, 20172  
2516,1055612
2517, 9058  
2518,14283
2519, 208  
2520,17
2521,Kerala
2522,198904
2523, 19593  
2524,1173202
2525, 7067  
2526,5080
2527, 25  
2528,18
2529,Ladakh
2530,1972
2531, 62  
2532,11129
2533, 209  
2534,136
2535, 1  
2536,19
2537,Lakshadweep
2538,1044
2539, 124  
2540,917
2541, 33  
2542,1
2543,  
2544,20
2545,Madhya Pradesh
2546,89363
2547, 1723  
2548,391299
2549, 11091  
2550,5041
2551, 104  
2552,21
2553,Maharashtra
2554,696298
2555, 2666  
2556,3468610
2557, 63818  
2558,63928
2559, 676  
2560,22
2561,Manipur
2562,705
2563, 115  
2564,29193
2565, 13  
2566,383
2567, 2  
2568,23
2569,Meghalaya
2570,1244
2571, 6  
2572,14384
2573, 148  
2574,158
2575, 1  
2576,24
2577,Mizoram
2578,712
2579, 68  
2580,4663
2581, 36  
2582,13
2583, 1  
2584,25
2585,Nagaland
2586,558
2587, 101  
2588,12350
2589, 12  
2590,95
2591, 1  
2592,26
2593,Odisha
2594,39893
2595, 3175  
2596,359467
2597, 3464  
2598,1981
2599, 8  
2600,27
2601,Puducherry
2602,6767
2603, 437  
2604,44767
2605, 453  
2606,737
2607, 9  
2608,28
2609,Punjab
2610,46565
2611, 2622  
2612,277189
2613, 2949  
2614,8356
2615, 92  
2616,29
2617,Rajasthan
2618,127616
2619, 10322  
2620,367485
2621, 4959  
2622,3527
2623, 74  
2624,30
2625,Sikkim
2626,798
2627, 105  
2628,6223
2629, 16  
2630,137
2631,  
2632,31
2633,Tamil Nadu
2634,100668
2635, 5620  
2636,952186
2637, 9142  
2638,13475
2639, 80  
2640,32
2641,Telengana
2642,62929
2643, 4781  
2644,330304
2645, 3307  
2646,1999
2647, 38  
2648,33
2649,Tripura
2650,727
2651, 82  
2652,33408
2653, 18  
2654,394
2655,  
2656,34
2657,Uttarakhand
2658,33330
2659, 3381  
2660,112001
2661, 1622  
2662,2102
2663, 81  
2664,35
2665,Uttar Pradesh
2666,288144
2667, 14491  
2668,752211
2669, 23231  
2670,10959
2671, 222  
2672,36
2673,West Bengal
2674,81375
2675, 6638  
2676,635802
2677, 7584  
2678,10884
2679, 59  
2680,Total#
2681, 2682751
2682, 129811  
2683,14085110
2684,  217113  
2685,192311
2686, 2767 
2687,*(Including foreign Nationals)
2688,**( more than 70% cases due to comorbidities )
2689,#States wise distribution is subject to further verification and reconciliation
2690,#Our figures are being reconciled with ICMR
2691,1
2692,Andaman and Nicobar Islands
2693,138
2694, 8  
2695,5410
2696, 52  
2697,66
2698, 1  
2699,2
2700,Andhra Pradesh
2701,81471
2702, 7240  
2703,931839
2704, 4421  
2705,7616
2706, 37  
2707,3
2708,Arunachal Pradesh
2709,550
2710, 97  
2711,16940
2712, 19  
2713,56
2714,  
2715,4
2716,Assam
2717,15545
2718, 1603  
2719,218958
2720, 619  
2721,1186
2722, 14  
2723,5
2724,Bihar
2725,81961
2726, 5541  
2727,306753
2728, 6741  
2729,2087
2730, 77  
2731,6
2732,Chandigarh
2733,4902
2734, 280  
2735,32608
2736, 428  
2737,433
2738, 3  
2739,7
2740,Chhattisgarh
2741,122963
2742, 516  
2743,509622
2744, 17029  
2745,7111
2746, 218  
2747,8
2748,Dadra and Nagar Haveli and Daman and Diu
2749,1904
2750, 119  
2751,4471
2752, 118  
2753,4
2754,  
2755,9
2756,Delhi
2757,93080
2758, 1051  
2759,897804
2760, 22695  
2761,13898
2762, 357  
2763,10
2764,Goa
2765,12078
2766, 1038  
2767,62113
2768, 485  
2769,993
2770, 17  
2771,11
2772,Gujarat
2773,107594
2774, 7466  
2775,367972
2776, 6479  
2777,6171
2778, 152  
2779,12
2780,Haryana
2781,69384
2782, 5327  
2783,340247
2784, 5104  
2785,3703
2786, 60  
2787,13
2788,Himachal Pradesh
2789,13411
2790, 1165  
2791,71423
2792, 884  
2793,1304
2794, 24  
2795,14
2796,Jammu and Kashmir
2797,18064
2798, 1071  
2799,138184
2800, 944  
2801,2126
2802, 15  
2803,15
2804,Jharkhand
2805,45592
2806, 2177  
2807,148364
2808, 2865  
2809,1888
2810, 110  
2811,16
2812,Karnataka
2813,234502
2814, 20172  
2815,1055612
2816, 9058  
2817,14283
2818, 208  
2819,17
2820,Kerala
2821,198904
2822, 19593  
2823,1173202
2824, 7067  
2825,5080
2826, 25  
2827,18
2828,Ladakh
2829,1972
2830, 62  
2831,11129
2832, 209  
2833,136
2834, 1  
2835,19
2836,Lakshadweep
2837,1044
2838, 124  
2839,917
2840, 33  
2841,1
2842,  
2843,20
2844,Madhya Pradesh
2845,89363
2846, 1723  
2847,391299
2848, 11091  
2849,5041
2850, 104  
2851,21
2852,Maharashtra
2853,696298
2854, 2666  
2855,3468610
2856, 63818  
2857,63928
2858, 676  
2859,22
2860,Manipur
2861,705
2862, 115  
2863,29193
2864, 13  
2865,383
2866, 2  
2867,23
2868,Meghalaya
2869,1244
2870, 6  
2871,14384
2872, 148  
2873,158
2874, 1  
2875,24
2876,Mizoram
2877,712
2878, 68  
2879,4663
2880, 36  
2881,13
2882, 1  
2883,25
2884,Nagaland
2885,558
2886, 101  
2887,12350
2888, 12  
2889,95
2890, 1  
2891,26
2892,Odisha
2893,39893
2894, 3175  
2895,359467
2896, 3464  
2897,1981
2898, 8  
2899,27
2900,Puducherry
2901,6767
2902, 437  
2903,44767
2904, 453  
2905,737
2906, 9  
2907,28
2908,Punjab
2909,46565
2910, 2622  
2911,277189
2912, 2949  
2913,8356
2914, 92  
2915,29
2916,Rajasthan
2917,127616
2918, 10322  
2919,367485
2920, 4959  
2921,3527
2922, 74  
2923,30
2924,Sikkim
2925,798
2926, 105  
2927,6223
2928, 16  
2929,137
2930,  
2931,31
2932,Tamil Nadu
2933,100668
2934, 5620  
2935,952186
2936, 9142  
2937,13475
2938, 80  
2939,32
2940,Telengana
2941,62929
2942, 4781  
2943,330304
2944, 3307  
2945,1999
2946, 38  
2947,33
2948,Tripura
2949,727
2950, 82  
2951,33408
2952, 18  
2953,394
2954,  
2955,34
2956,Uttarakhand
2957,33330
2958, 3381  
2959,112001
2960, 1622  
2961,2102
2962, 81  
2963,35
2964,Uttar Pradesh
2965,288144
2966, 14491  
2967,752211
2968, 23231  
2969,10959
2970, 222  
2971,36
2972,West Bengal
2973,81375
2974, 6638  
2975,635802
2976, 7584  
2977,10884
2978, 59  
2979,Total#
2980, 2682751
2981, 129811  
2982,14085110
2983,  217113  
2984,192311
2985, 2767 
2986,*(Including foreign Nationals)
2987,**( more than 70% cases due to comorbidities )
2988,#States wise distribution is subject to further verification and reconciliation
2989,#Our figures are being reconciled with ICMR
2990,1
2991,Andaman and Nicobar Islands
2992,138
2993, 8  
2994,5410
2995, 52  
2996,66
2997, 1  
2998,2
2999,Andhra Pradesh
3000,81471
3001, 7240  
3002,931839
3003, 4421  
3004,7616
3005, 37  
3006,3
3007,Arunachal Pradesh
3008,550
3009, 97  
3010,16940
3011, 19  
3012,56
3013,  
3014,4
3015,Assam
3016,15545
3017, 1603  
3018,218958
3019, 619  
3020,1186
3021, 14  
3022,5
3023,Bihar
3024,81961
3025, 5541  
3026,306753
3027, 6741  
3028,2087
3029, 77  
3030,6
3031,Chandigarh
3032,4902
3033, 280  
3034,32608
3035, 428  
3036,433
3037, 3  
3038,7
3039,Chhattisgarh
3040,122963
3041, 516  
3042,509622
3043, 17029  
3044,7111
3045, 218  
3046,8
3047,Dadra and Nagar Haveli and Daman and Diu
3048,1904
3049, 119  
3050,4471
3051, 118  
3052,4
3053,  
3054,9
3055,Delhi
3056,93080
3057, 1051  
3058,897804
3059, 22695  
3060,13898
3061, 357  
3062,10
3063,Goa
3064,12078
3065, 1038  
3066,62113
3067, 485  
3068,993
3069, 17  
3070,11
3071,Gujarat
3072,107594
3073, 7466  
3074,367972
3075, 6479  
3076,6171
3077, 152  
3078,12
3079,Haryana
3080,69384
3081, 5327  
3082,340247
3083, 5104  
3084,3703
3085, 60  
3086,13
3087,Himachal Pradesh
3088,13411
3089, 1165  
3090,71423
3091, 884  
3092,1304
3093, 24  
3094,14
3095,Jammu and Kashmir
3096,18064
3097, 1071  
3098,138184
3099, 944  
3100,2126
3101, 15  
3102,15
3103,Jharkhand
3104,45592
3105, 2177  
3106,148364
3107, 2865  
3108,1888
3109, 110  
3110,16
3111,Karnataka
3112,234502
3113, 20172  
3114,1055612
3115, 9058  
3116,14283
3117, 208  
3118,17
3119,Kerala
3120,198904
3121, 19593  
3122,1173202
3123, 7067  
3124,5080
3125, 25  
3126,18
3127,Ladakh
3128,1972
3129, 62  
3130,11129
3131, 209  
3132,136
3133, 1  
3134,19
3135,Lakshadweep
3136,1044
3137, 124  
3138,917
3139, 33  
3140,1
3141,  
3142,20
3143,Madhya Pradesh
3144,89363
3145, 1723  
3146,391299
3147, 11091  
3148,5041
3149, 104  
3150,21
3151,Maharashtra
3152,696298
3153, 2666  
3154,3468610
3155, 63818  
3156,63928
3157, 676  
3158,22
3159,Manipur
3160,705
3161, 115  
3162,29193
3163, 13  
3164,383
3165, 2  
3166,23
3167,Meghalaya
3168,1244
3169, 6  
3170,14384
3171, 148  
3172,158
3173, 1  
3174,24
3175,Mizoram
3176,712
3177, 68  
3178,4663
3179, 36  
3180,13
3181, 1  
3182,25
3183,Nagaland
3184,558
3185, 101  
3186,12350
3187, 12  
3188,95
3189, 1  
3190,26
3191,Odisha
3192,39893
3193, 3175  
3194,359467
3195, 3464  
3196,1981
3197, 8  
3198,27
3199,Puducherry
3200,6767
3201, 437  
3202,44767
3203, 453  
3204,737
3205, 9  
3206,28
3207,Punjab
3208,46565
3209, 2622  
3210,277189
3211, 2949  
3212,8356
3213, 92  
3214,29
3215,Rajasthan
3216,127616
3217, 10322  
3218,367485
3219, 4959  
3220,3527
3221, 74  
3222,30
3223,Sikkim
3224,798
3225, 105  
3226,6223
3227, 16  
3228,137
3229,  
3230,31
3231,Tamil Nadu
3232,100668
3233, 5620  
3234,952186
3235, 9142  
3236,13475
3237, 80  
3238,32
3239,Telengana
3240,62929
3241, 4781  
3242,330304
3243, 3307  
3244,1999
3245, 38  
3246,33
3247,Tripura
3248,727
3249, 82  
3250,33408
3251, 18  
3252,394
3253,  
3254,34
3255,Uttarakhand
3256,33330
3257, 3381  
3258,112001
3259, 1622  
3260,2102
3261, 81  
3262,35
3263,Uttar Pradesh
3264,288144
3265, 14491  
3266,752211
3267, 23231  
3268,10959
3269, 222  
3270,36
3271,West Bengal
3272,81375
3273, 6638  
3274,635802
3275, 7584  
3276,10884
3277, 59  
3278,Total#
3279, 2682751
3280, 129811  
3281,14085110
3282,  217113  
3283,192311
3284, 2767 
3285,*(Including foreign Nationals)
3286,**( more than 70% cases due to comorbidities )
3287,#States wise distribution is subject to further verification and reconciliation
3288,#Our figures are being reconciled with ICMR
3289,1
3290,Andaman and Nicobar Islands
3291,138
3292, 8  
3293,5410
3294, 52  
3295,66
3296, 1  
3297,2
3298,Andhra Pradesh
3299,81471
3300, 7240  
3301,931839
3302, 4421  
3303,7616
3304, 37  
3305,3
3306,Arunachal Pradesh
3307,550
3308, 97  
3309,16940
3310, 19  
3311,56
3312,  
3313,4
3314,Assam
3315,15545
3316, 1603  
3317,218958
3318, 619  
3319,1186
3320, 14  
3321,5
3322,Bihar
3323,81961
3324, 5541  
3325,306753
3326, 6741  
3327,2087
3328, 77  
3329,6
3330,Chandigarh
3331,4902
3332, 280  
3333,32608
3334, 428  
3335,433
3336, 3  
3337,7
3338,Chhattisgarh
3339,122963
3340, 516  
3341,509622
3342, 17029  
3343,7111
3344, 218  
3345,8
3346,Dadra and Nagar Haveli and Daman and Diu
3347,1904
3348, 119  
3349,4471
3350, 118  
3351,4
3352,  
3353,9
3354,Delhi
3355,93080
3356, 1051  
3357,897804
3358, 22695  
3359,13898
3360, 357  
3361,10
3362,Goa
3363,12078
3364, 1038  
3365,62113
3366, 485  
3367,993
3368, 17  
3369,11
3370,Gujarat
3371,107594
3372, 7466  
3373,367972
3374, 6479  
3375,6171
3376, 152  
3377,12
3378,Haryana
3379,69384
3380, 5327  
3381,340247
3382, 5104  
3383,3703
3384, 60  
3385,13
3386,Himachal Pradesh
3387,13411
3388, 1165  
3389,71423
3390, 884  
3391,1304
3392, 24  
3393,14
3394,Jammu and Kashmir
3395,18064
3396, 1071  
3397,138184
3398, 944  
3399,2126
3400, 15  
3401,15
3402,Jharkhand
3403,45592
3404, 2177  
3405,148364
3406, 2865  
3407,1888
3408, 110  
3409,16
3410,Karnataka
3411,234502
3412, 20172  
3413,1055612
3414, 9058  
3415,14283
3416, 208  
3417,17
3418,Kerala
3419,198904
3420, 19593  
3421,1173202
3422, 7067  
3423,5080
3424, 25  
3425,18
3426,Ladakh
3427,1972
3428, 62  
3429,11129
3430, 209  
3431,136
3432, 1  
3433,19
3434,Lakshadweep
3435,1044
3436, 124  
3437,917
3438, 33  
3439,1
3440,  
3441,20
3442,Madhya Pradesh
3443,89363
3444, 1723  
3445,391299
3446, 11091  
3447,5041
3448, 104  
3449,21
3450,Maharashtra
3451,696298
3452, 2666  
3453,3468610
3454, 63818  
3455,63928
3456, 676  
3457,22
3458,Manipur
3459,705
3460, 115  
3461,29193
3462, 13  
3463,383
3464, 2  
3465,23
3466,Meghalaya
3467,1244
3468, 6  
3469,14384
3470, 148  
3471,158
3472, 1  
3473,24
3474,Mizoram
3475,712
3476, 68  
3477,4663
3478, 36  
3479,13
3480, 1  
3481,25
3482,Nagaland
3483,558
3484, 101  
3485,12350
3486, 12  
3487,95
3488, 1  
3489,26
3490,Odisha
3491,39893
3492, 3175  
3493,359467
3494, 3464  
3495,1981
3496, 8  
3497,27
3498,Puducherry
3499,6767
3500, 437  
3501,44767
3502, 453  
3503,737
3504, 9  
3505,28
3506,Punjab
3507,46565
3508, 2622  
3509,277189
3510, 2949  
3511,8356
3512, 92  
3513,29
3514,Rajasthan
3515,127616
3516, 10322  
3517,367485
3518, 4959  
3519,3527
3520, 74  
3521,30
3522,Sikkim
3523,798
3524, 105  
3525,6223
3526, 16  
3527,137
3528,  
3529,31
3530,Tamil Nadu
3531,100668
3532, 5620  
3533,952186
3534, 9142  
3535,13475
3536, 80  
3537,32
3538,Telengana
3539,62929
3540, 4781  
3541,330304
3542, 3307  
3543,1999
3544, 38  
3545,33
3546,Tripura
3547,727
3548, 82  
3549,33408
3550, 18  
3551,394
3552,  
3553,34
3554,Uttarakhand
3555,33330
3556, 3381  
3557,112001
3558, 1622  
3559,2102
3560, 81  
3561,35
3562,Uttar Pradesh
3563,288144
3564, 14491  
3565,752211
3566, 23231  
3567,10959
3568, 222  
3569,36
3570,West Bengal
3571,81375
3572, 6638  
3573,635802
3574, 7584  
3575,10884
3576, 59  
3577,Total#
3578, 2682751
3579, 129811  
3580,14085110
3581,  217113  
3582,192311
3583, 2767 
3584,*(Including foreign Nationals)
3585,**( more than 70% cases due to comorbidities )
3586,#States wise distribution is subject to further verification and reconciliation
3587,#Our figures are being reconciled with ICMR
3588,1
3589,Andaman and Nicobar Islands
3590,138
3591, 8  
3592,5410
3593, 52  
3594,66
3595, 1  
3596,2
3597,Andhra Pradesh
3598,81471
3599, 7240  
3600,931839
3601, 4421  
3602,7616
3603, 37  
3604,3
3605,Arunachal Pradesh
3606,550
3607, 97  
3608,16940
3609, 19  
3610,56
3611,  
3612,4
3613,Assam
3614,15545
3615, 1603  
3616,218958
3617, 619  
3618,1186
3619, 14  
3620,5
3621,Bihar
3622,81961
3623, 5541  
3624,306753
3625, 6741  
3626,2087
3627, 77  
3628,6
3629,Chandigarh
3630,4902
3631, 280  
3632,32608
3633, 428  
3634,433
3635, 3  
3636,7
3637,Chhattisgarh
3638,122963
3639, 516  
3640,509622
3641, 17029  
3642,7111
3643, 218  
3644,8
3645,Dadra and Nagar Haveli and Daman and Diu
3646,1904
3647, 119  
3648,4471
3649, 118  
3650,4
3651,  
3652,9
3653,Delhi
3654,93080
3655, 1051  
3656,897804
3657, 22695  
3658,13898
3659, 357  
3660,10
3661,Goa
3662,12078
3663, 1038  
3664,62113
3665, 485  
3666,993
3667, 17  
3668,11
3669,Gujarat
3670,107594
3671, 7466  
3672,367972
3673, 6479  
3674,6171
3675, 152  
3676,12
3677,Haryana
3678,69384
3679, 5327  
3680,340247
3681, 5104  
3682,3703
3683, 60  
3684,13
3685,Himachal Pradesh
3686,13411
3687, 1165  
3688,71423
3689, 884  
3690,1304
3691, 24  
3692,14
3693,Jammu and Kashmir
3694,18064
3695, 1071  
3696,138184
3697, 944  
3698,2126
3699, 15  
3700,15
3701,Jharkhand
3702,45592
3703, 2177  
3704,148364
3705, 2865  
3706,1888
3707, 110  
3708,16
3709,Karnataka
3710,234502
3711, 20172  
3712,1055612
3713, 9058  
3714,14283
3715, 208  
3716,17
3717,Kerala
3718,198904
3719, 19593  
3720,1173202
3721, 7067  
3722,5080
3723, 25  
3724,18
3725,Ladakh
3726,1972
3727, 62  
3728,11129
3729, 209  
3730,136
3731, 1  
3732,19
3733,Lakshadweep
3734,1044
3735, 124  
3736,917
3737, 33  
3738,1
3739,  
3740,20
3741,Madhya Pradesh
3742,89363
3743, 1723  
3744,391299
3745, 11091  
3746,5041
3747, 104  
3748,21
3749,Maharashtra
3750,696298
3751, 2666  
3752,3468610
3753, 63818  
3754,63928
3755, 676  
3756,22
3757,Manipur
3758,705
3759, 115  
3760,29193
3761, 13  
3762,383
3763, 2  
3764,23
3765,Meghalaya
3766,1244
3767, 6  
3768,14384
3769, 148  
3770,158
3771, 1  
3772,24
3773,Mizoram
3774,712
3775, 68  
3776,4663
3777, 36  
3778,13
3779, 1  
3780,25
3781,Nagaland
3782,558
3783, 101  
3784,12350
3785, 12  
3786,95
3787, 1  
3788,26
3789,Odisha
3790,39893
3791, 3175  
3792,359467
3793, 3464  
3794,1981
3795, 8  
3796,27
3797,Puducherry
3798,6767
3799, 437  
3800,44767
3801, 453  
3802,737
3803, 9  
3804,28
3805,Punjab
3806,46565
3807, 2622  
3808,277189
3809, 2949  
3810,8356
3811, 92  
3812,29
3813,Rajasthan
3814,127616
3815, 10322  
3816,367485
3817, 4959  
3818,3527
3819, 74  
3820,30
3821,Sikkim
3822,798
3823, 105  
3824,6223
3825, 16  
3826,137
3827,  
3828,31
3829,Tamil Nadu
3830,100668
3831, 5620  
3832,952186
3833, 9142  
3834,13475
3835, 80  
3836,32
3837,Telengana
3838,62929
3839, 4781  
3840,330304
3841, 3307  
3842,1999
3843, 38  
3844,33
3845,Tripura
3846,727
3847, 82  
3848,33408
3849, 18  
3850,394
3851,  
3852,34
3853,Uttarakhand
3854,33330
3855, 3381  
3856,112001
3857, 1622  
3858,2102
3859, 81  
3860,35
3861,Uttar Pradesh
3862,288144
3863, 14491  
3864,752211
3865, 23231  
3866,10959
3867, 222  
3868,36
3869,West Bengal
3870,81375
3871, 6638  
3872,635802
3873, 7584  
3874,10884
3875, 59  
3876,Total#
3877, 2682751
3878, 129811  
3879,14085110
3880,  217113  
3881,192311
3882, 2767 
3883,*(Including foreign Nationals)
3884,**( more than 70% cases due to comorbidities )
3885,#States wise distribution is subject to further verification and reconciliation
3886,#Our figures are being reconciled with ICMR
3887,1
3888,Andaman and Nicobar Islands
3889,138
3890, 8  
3891,5410
3892, 52  
3893,66
3894, 1  
3895,2
3896,Andhra Pradesh
3897,81471
3898, 7240  
3899,931839
3900, 4421  
3901,7616
3902, 37  
3903,3
3904,Arunachal Pradesh
3905,550
3906, 97  
3907,16940
3908, 19  
3909,56
3910,  
3911,4
3912,Assam
3913,15545
3914, 1603  
3915,218958
3916, 619  
3917,1186
3918, 14  
3919,5
3920,Bihar
3921,81961
3922, 5541  
3923,306753
3924, 6741  
3925,2087
3926, 77  
3927,6
3928,Chandigarh
3929,4902
3930, 280  
3931,32608
3932, 428  
3933,433
3934, 3  
3935,7
3936,Chhattisgarh
3937,122963
3938, 516  
3939,509622
3940, 17029  
3941,7111
3942, 218  
3943,8
3944,Dadra and Nagar Haveli and Daman and Diu
3945,1904
3946, 119  
3947,4471
3948, 118  
3949,4
3950,  
3951,9
3952,Delhi
3953,93080
3954, 1051  
3955,897804
3956, 22695  
3957,13898
3958, 357  
3959,10
3960,Goa
3961,12078
3962, 1038  
3963,62113
3964, 485  
3965,993
3966, 17  
3967,11
3968,Gujarat
3969,107594
3970, 7466  
3971,367972
3972, 6479  
3973,6171
3974, 152  
3975,12
3976,Haryana
3977,69384
3978, 5327  
3979,340247
3980, 5104  
3981,3703
3982, 60  
3983,13
3984,Himachal Pradesh
3985,13411
3986, 1165  
3987,71423
3988, 884  
3989,1304
3990, 24  
3991,14
3992,Jammu and Kashmir
3993,18064
3994, 1071  
3995,138184
3996, 944  
3997,2126
3998, 15  
3999,15
4000,Jharkhand
4001,45592
4002, 2177  
4003,148364
4004, 2865  
4005,1888
4006, 110  
4007,16
4008,Karnataka
4009,234502
4010, 20172  
4011,1055612
4012, 9058  
4013,14283
4014, 208  
4015,17
4016,Kerala
4017,198904
4018, 19593  
4019,1173202
4020, 7067  
4021,5080
4022, 25  
4023,18
4024,Ladakh
4025,1972
4026, 62  
4027,11129
4028, 209  
4029,136
4030, 1  
4031,19
4032,Lakshadweep
4033,1044
4034, 124  
4035,917
4036, 33  
4037,1
4038,  
4039,20
4040,Madhya Pradesh
4041,89363
4042, 1723  
4043,391299
4044, 11091  
4045,5041
4046, 104  
4047,21
4048,Maharashtra
4049,696298
4050, 2666  
4051,3468610
4052, 63818  
4053,63928
4054, 676  
4055,22
4056,Manipur
4057,705
4058, 115  
4059,29193
4060, 13  
4061,383
4062, 2  
4063,23
4064,Meghalaya
4065,1244
4066, 6  
4067,14384
4068, 148  
4069,158
4070, 1  
4071,24
4072,Mizoram
4073,712
4074, 68  
4075,4663
4076, 36  
4077,13
4078, 1  
4079,25
4080,Nagaland
4081,558
4082, 101  
4083,12350
4084, 12  
4085,95
4086, 1  
4087,26
4088,Odisha
4089,39893
4090, 3175  
4091,359467
4092, 3464  
4093,1981
4094, 8  
4095,27
4096,Puducherry
4097,6767
4098, 437  
4099,44767
4100, 453  
4101,737
4102, 9  
4103,28
4104,Punjab
4105,46565
4106, 2622  
4107,277189
4108, 2949  
4109,8356
4110, 92  
4111,29
4112,Rajasthan
4113,127616
4114, 10322  
4115,367485
4116, 4959  
4117,3527
4118, 74  
4119,30
4120,Sikkim
4121,798
4122, 105  
4123,6223
